frame_id,timestamp_us,hand_id,hand_type,pronation_supination_deg,flexion_extension_deg,deviation_deg
22716,132485564637,58,right,8.757244,-6.628281,0.376742
22717,132485583246,58,right,8.809342,-6.903992,0.225923
22718,132485601366,58,right,8.857534,-7.079186,0.104491
22719,132485620795,58,right,8.880198,-7.202997,0.033814
22720,132485639754,58,right,8.894807,-7.327749,-0.019194
22721,132485658479,58,right,8.890024,-7.435962,-0.054187
22722,132485677905,58,right,8.841907,-7.546978,-0.067713
22723,132485696494,58,right,8.756482,-7.636560,-0.065469
22724,132485715894,58,right,8.634032,-7.735093,-0.055559
22725,132485734931,58,right,8.484334,-7.889005,-0.053192
22726,132485753548,58,right,8.332211,-8.065326,-0.055664
22727,132485772651,58,right,8.269009,-8.215173,-0.087839
22728,132485791352,58,right,8.257103,-8.333251,-0.119453
22729,132485809849,58,right,8.235847,-8.499493,-0.153775
22730,132485828604,58,right,8.223879,-8.665726,-0.189776
22731,132485847498,58,right,8.193744,-8.780739,-0.218958
22732,132485865980,58,right,8.177641,-8.869524,-0.237401
22733,132485885504,58,right,8.167562,-8.966186,-0.257161
22734,132485904319,58,right,8.165236,-9.044789,-0.276801
22735,132485922764,58,right,8.146518,-9.130503,-0.294279
22736,132485941884,58,right,8.126631,-9.194965,-0.303633
22737,132485960756,58,right,8.114064,-9.250143,-0.310836
22738,132485979571,58,right,8.124145,-9.304100,-0.329564
22739,132485998274,58,right,8.117528,-9.365016,-0.352756
22740,132486016862,58,right,8.091432,-9.449086,-0.374339
22741,132486035386,58,right,8.071403,-9.494897,-0.391078
22742,132486054180,58,right,8.068128,-9.530176,-0.407243
22743,132486073012,58,right,8.085455,-9.550935,-0.422510
22744,132486091993,58,right,8.111741,-9.554968,-0.437337
22745,132486110654,58,right,8.133049,-9.520500,-0.455757
22746,132486128805,58,right,8.125506,-9.495019,-0.471198
22747,132486148133,58,right,8.114100,-9.465052,-0.478968
22748,132486166403,58,right,8.084795,-9.435907,-0.481925
22749,132486185371,58,right,8.056315,-9.396389,-0.482814
22750,132486204164,58,right,8.026681,-9.374434,-0.485143
22751,132486222721,58,right,7.995825,-9.366221,-0.488159
22752,132486241878,58,right,7.960504,-9.362518,-0.490538
22753,132486260373,58,right,7.914014,-9.372303,-0.487469
22754,132486279489,58,right,7.874937,-9.386364,-0.489559
22755,132486298873,58,right,7.836453,-9.410952,-0.495987
22756,132486317512,58,right,7.811333,-9.430370,-0.505914
22757,132486336870,58,right,7.771846,-9.468370,-0.520467
22758,132486355868,58,right,7.749513,-9.498784,-0.542086
22759,132486375268,58,right,7.738635,-9.549212,-0.560933
22760,132486394373,58,right,7.736225,-9.619913,-0.580022
22761,132486414732,58,right,7.706789,-9.692954,-0.602219
22762,132486434383,58,right,7.680328,-9.758023,-0.611140
22763,132486453125,58,right,7.669613,-9.820575,-0.619071
22764,132486471911,58,right,7.658582,-9.904222,-0.627824
22765,132486491752,58,right,7.671513,-9.958116,-0.636920
22766,132486511120,58,right,7.679717,-10.004508,-0.645610
22767,132486529988,58,right,7.685047,-10.050879,-0.656010
22768,132486548993,58,right,7.696326,-10.088448,-0.666855
22769,132486567873,58,right,7.709326,-10.072978,-0.671143
22770,132486586402,58,right,7.718493,-10.063788,-0.677971
22771,132486606949,58,right,7.718457,-10.055364,-0.683839
22772,132486626683,58,right,7.717543,-10.034075,-0.688241
22773,132486646244,58,right,7.710751,-10.014108,-0.692252
22774,132486664587,58,right,7.714565,-9.998994,-0.700072
22775,132486683233,58,right,7.711393,-9.977141,-0.708376
22776,132486702466,58,right,7.693405,-9.966503,-0.716878
22777,132486721001,58,right,7.684450,-9.928863,-0.724336
22778,132486739493,58,right,7.675835,-9.910395,-0.734600
22779,132486757775,58,right,7.641705,-9.902974,-0.741890
22780,132486776378,58,right,7.605831,-9.895579,-0.748499
22781,132486795185,58,right,7.583285,-9.871608,-0.755421
22782,132486813916,58,right,7.575938,-9.840258,-0.760262
22783,132486832453,58,right,7.570792,-9.799669,-0.762836
22784,132486851520,58,right,7.552770,-9.748545,-0.760858
22785,132486870156,58,right,7.517120,-9.701405,-0.756673
22786,132486888975,58,right,7.476775,-9.650194,-0.751907
22787,132486908484,58,right,7.446459,-9.618298,-0.749674
22788,132486928112,58,right,7.418169,-9.604676,-0.746623
22789,132486946269,58,right,7.399144,-9.588176,-0.744629
22790,132486964882,58,right,7.378398,-9.576292,-0.741456
22791,132486983712,58,right,7.351872,-9.560083,-0.738796
22792,132487002385,58,right,7.320705,-9.538574,-0.733704
22793,132487021175,58,right,7.305020,-9.514806,-0.725348
22794,132487039410,58,right,7.296035,-9.491183,-0.715582
22795,132487057897,58,right,7.278617,-9.477475,-0.706161
22796,132487076716,58,right,7.266998,-9.465425,-0.697309
22797,132487095405,58,right,7.255118,-9.454270,-0.691657
22798,132487114029,58,right,7.235864,-9.423231,-0.679735
22799,132487132864,58,right,7.231190,-9.404860,-0.673474
22800,132487151235,58,right,7.231481,-9.387398,-0.670457
22801,132487170151,58,right,7.211390,-9.383689,-0.670862
22802,132487189666,58,right,7.182594,-9.392400,-0.671952
22803,132487208264,58,right,7.169048,-9.395781,-0.669210
22804,132487226704,58,right,7.159178,-9.415505,-0.670403
22805,132487245409,58,right,7.152543,-9.446397,-0.669111
22806,132487264286,58,right,7.142960,-9.490605,-0.668017
22807,132487282356,58,right,7.133769,-9.536619,-0.664979
22808,132487300919,58,right,7.133638,-9.578269,-0.664752
22809,132487319594,58,right,7.146799,-9.610487,-0.667374
22810,132487338392,58,right,7.151163,-9.627738,-0.673609
22811,132487357016,58,right,7.142406,-9.635565,-0.677967
22812,132487375582,58,right,7.137330,-9.635097,-0.680585
22813,132487394083,58,right,7.134173,-9.636827,-0.680070
22814,132487412265,58,right,7.120482,-9.642745,-0.678139
22815,132487430808,58,right,7.102718,-9.651198,-0.675076
22816,132487450192,58,right,7.098936,-9.661972,-0.670440
22817,132487468782,58,right,7.098153,-9.672965,-0.664366
22818,132487487243,58,right,7.094058,-9.685574,-0.649345
22819,132487505929,58,right,7.093073,-9.698614,-0.638684
22820,132487524940,58,right,7.088325,-9.713258,-0.627177
22821,132487543654,58,right,7.080457,-9.723001,-0.616848
22822,132487562212,58,right,7.062405,-9.669915,-0.638516
22823,132487580685,58,right,6.861203,-9.549817,-0.729495
22824,132487599568,58,right,6.735720,-9.285262,-0.862462
22825,132487618216,58,right,6.532913,-8.829195,-1.686510
22826,132487637074,58,right,6.056112,-7.972347,-3.741642
22827,132487655613,58,right,5.840368,-7.295799,-5.868410
22828,132487673476,58,right,5.644766,-6.493136,-7.671156
22829,132487692126,58,right,5.375526,-5.528887,-9.469124
22830,132487711360,58,right,5.252389,-4.630379,-11.269794
22831,132487730109,58,right,5.470825,-3.941484,-13.062519
22832,132487748804,58,right,6.113759,-3.400229,-14.554429
22833,132487767307,58,right,6.549896,-2.811136,-15.439577
22834,132487785555,58,right,6.564429,-2.053595,-16.328463
22835,132487804328,58,right,6.670833,-1.341474,-16.924461
22836,132487822674,58,right,6.714430,-0.766549,-17.283144
22837,132487841486,58,right,6.865694,-0.408934,-17.537865
22838,132487860151,58,right,6.915672,-0.091639,-17.747232
22839,132487879151,58,right,6.989896,0.215669,-17.973415
22840,132487897570,58,right,7.035041,0.413582,-18.186291
22841,132487915644,58,right,7.167231,0.615450,-18.472841
22842,132487934490,58,right,7.222646,0.786170,-18.613071
22843,132487952480,58,right,7.190428,0.938592,-18.724276
22844,132487972420,58,right,7.127161,1.055372,-18.767195
22845,132487991182,58,right,7.030390,1.160175,-18.773493
22846,132488010052,58,right,6.962448,1.224741,-18.778095
22847,132488029133,58,right,6.960223,1.223438,-18.776062
22848,132488047036,58,right,6.938831,1.201339,-18.772871
22849,132488065752,58,right,6.948303,1.168615,-18.774828
22850,132488084352,58,right,6.950605,1.173896,-18.771082
22851,132488103276,58,right,6.941200,1.183582,-18.754017
22852,132488121801,58,right,6.935619,1.182544,-18.738289
22853,132488140183,58,right,6.936594,1.183567,-18.722090
22854,132488158466,58,right,6.929214,1.178750,-18.696203
22855,132488176798,58,right,6.921586,1.175382,-18.669752
22856,132488195639,58,right,6.899391,1.182795,-18.634741
22857,132488214174,58,right,6.902528,1.184224,-18.607960
22858,132488233575,58,right,6.913036,1.183679,-18.590853
22859,132488252276,58,right,6.904433,1.172685,-18.575338
22860,132488270795,58,right,6.888440,1.136123,-18.554348
22861,132488289083,58,right,6.876488,1.096803,-18.536098
22862,132488307794,58,right,6.886151,1.055705,-18.521370
22863,132488326629,58,right,6.921078,1.011236,-18.506699
22864,132488345072,58,right,6.958411,0.948694,-18.484997
22865,132488363682,58,right,6.997408,0.892995,-18.458439
22866,132488381915,58,right,7.052461,0.834115,-18.377411
22867,132488400450,58,right,7.193692,0.789004,-17.912529
22868,132488419163,58,right,7.131437,0.891803,-17.308443
22869,132488437548,58,right,7.069302,0.949123,-16.748022
22870,132488455956,58,right,7.063012,0.924686,-16.210014
22871,132488474818,58,right,6.997142,0.829688,-15.324336
22872,132488495164,58,right,6.703500,0.763436,-14.108074
22873,132488513827,58,right,6.828905,0.394406,-12.054970
22874,132488532653,58,right,6.848992,0.097426,-10.059993
22875,132488552071,58,right,6.771321,-0.265368,-8.120759
22876,132488570789,58,right,6.562600,-0.655317,-6.183109
22877,132488588816,58,right,6.743443,-0.943698,-4.340216
22878,132488607524,58,right,6.844562,-1.409351,-2.083062
22879,132488625993,58,right,7.319772,-2.135126,1.588332
22880,132488644919,58,right,7.638084,-2.800177,4.253321
22881,132488663176,58,right,7.396307,-4.017567,6.676329
22882,132488682054,58,right,7.416529,-4.842282,8.507750
22883,132488700676,58,right,7.593030,-5.437828,10.006045
22884,132488719240,58,right,8.063963,-5.956971,11.190891
22885,132488737712,58,right,8.404268,-6.557588,12.386066
22886,132488756424,58,right,8.284425,-7.577646,13.659760
22887,132488774964,58,right,8.205799,-8.674668,15.021199
22888,132488793894,58,right,8.205140,-9.469116,15.922357
22889,132488812401,58,right,8.233218,-10.161497,16.601948
22890,132488830921,58,right,8.212105,-10.757204,17.104773
22891,132488849155,58,right,8.244252,-11.178709,17.446663
22892,132488867330,58,right,8.328071,-11.477665,17.748232
22893,132488886329,58,right,8.444116,-11.718850,17.817886
22894,132488904922,58,right,8.624055,-11.917280,17.861568
22895,132488923713,58,right,8.845665,-12.031629,17.946634
22896,132488942544,58,right,8.987416,-12.027016,18.150215
22897,132488961468,58,right,9.077109,-12.074674,18.352980
22898,132488980041,58,right,9.114202,-12.177305,18.523922
22899,132488998500,58,right,9.082716,-12.411306,18.612402
22900,132489016675,58,right,9.053436,-12.696328,18.692820
22901,132489035386,58,right,9.010057,-12.979696,18.836889
22902,132489054193,58,right,8.866931,-13.341904,18.980461
22903,132489072736,58,right,8.741077,-13.699425,19.077719
22904,132489091312,58,right,8.592780,-14.056431,19.153852
22905,132489110504,58,right,8.456844,-14.363122,19.225229
22906,132489129082,58,right,8.387314,-14.616219,19.288889
22907,132489148080,58,right,8.272443,-14.831432,19.327160
22908,132489167720,58,right,8.147031,-15.044162,19.339426
22909,132489187103,58,right,8.054725,-15.236886,19.340139
22910,132489206365,58,right,7.983942,-15.439703,19.333908
22911,132489227472,58,right,7.898595,-15.576725,19.324478
22912,132489247565,58,right,7.812255,-15.691070,19.310303
22913,132489267302,58,right,7.705426,-15.818398,19.292742
22914,132489287472,58,right,7.623385,-15.918704,19.267025
22915,132489305787,58,right,7.543517,-15.999587,19.245522
22916,132489325452,58,right,7.458247,-16.061394,19.230253
22917,132489344055,58,right,7.384284,-16.097757,19.218601
22918,132489363222,58,right,7.291856,-16.147707,19.204912
22919,132489382741,58,right,7.218822,-16.187515,19.190077
22920,132489401570,58,right,7.124923,-16.242653,19.165665
22921,132489420844,58,right,7.070751,-16.295073,19.144146
22922,132489440165,58,right,6.973878,-16.407259,19.120724
22923,132489458717,58,right,6.933782,-16.607639,19.093380
22924,132489477209,58,right,7.054120,-16.778730,19.079653
22925,132489496045,58,right,7.208357,-16.870338,19.041988
22926,132489515218,58,right,7.294188,-16.913528,18.881990
22927,132489534071,58,right,7.375032,-16.891998,18.574358
22928,132489553725,58,right,7.510139,-16.670395,17.901934
22929,132489572748,58,right,7.692006,-16.462194,16.915203
22930,132489591080,58,right,7.880461,-16.120909,15.742887
22931,132489609325,58,right,8.242914,-15.454844,14.260881
22932,132489628127,58,right,8.559725,-14.595830,12.520426
22933,132489646859,58,right,8.746531,-13.628117,10.686766
22934,132489666134,58,right,8.971179,-12.686136,7.970799
22935,132489684884,58,right,8.635173,-12.477601,5.768703
22936,132489704080,58,right,8.391352,-12.021799,3.710866
22937,132489723090,58,right,8.441056,-11.120212,1.711957
22938,132489741877,58,right,8.705135,-10.059111,-0.588353
22939,132489760590,58,right,8.955574,-9.134053,-2.724062
22940,132489779479,58,right,9.324342,-8.357327,-5.410027
22941,132489798098,58,right,9.556374,-7.867297,-7.427525
22942,132489817423,58,right,9.504785,-7.450144,-9.429809
22943,132489836986,58,right,9.331373,-7.070259,-11.048130
22944,132489855727,58,right,9.343356,-6.859100,-12.393278
22945,132489874739,58,right,9.193708,-6.437782,-13.557778
22946,132489893339,58,right,9.101097,-6.051898,-14.748768
22947,132489911339,58,right,9.005451,-5.717918,-15.534011
22948,132489930164,58,right,8.950964,-5.389464,-16.131203
22949,132489948489,58,right,8.918527,-5.092276,-16.753326
22950,132489967065,58,right,9.115986,-4.861443,-17.148603
22951,132489986046,58,right,9.173280,-4.680604,-17.445347
22952,132490004609,58,right,9.304933,-4.485731,-17.630550
22953,132490023730,58,right,9.434887,-4.235286,-17.885788
22954,132490042184,58,right,9.483351,-4.040450,-18.056128
22955,132490060416,58,right,9.476699,-3.827250,-18.150949
22956,132490080093,58,right,9.455067,-3.599895,-18.257473
22957,132490098579,58,right,9.412448,-3.402877,-18.288155
22958,132490117217,58,right,9.342797,-3.270344,-18.299772
22959,132490135946,58,right,9.293397,-3.160971,-18.319321
22960,132490154792,58,right,9.253435,-3.054442,-18.322918
22961,132490173747,58,right,9.235489,-2.989296,-18.312349
22962,132490192628,58,right,9.195552,-2.901960,-18.297152
22963,132490211738,58,right,9.134278,-2.813910,-18.267969
22964,132490230478,58,right,9.083111,-2.728147,-18.228188
22965,132490249368,58,right,9.047149,-2.658645,-18.193830
22966,132490268259,58,right,9.019813,-2.599181,-18.164516
22967,132490286974,58,right,8.989977,-2.534361,-18.139559
22968,132490305869,58,right,8.972859,-2.477206,-18.118982
22969,132490324402,58,right,8.951340,-2.430976,-18.098734
22970,132490342641,58,right,8.931432,-2.406874,-18.073963
22971,132490361223,58,right,8.907693,-2.380275,-18.054760
22972,132490380099,58,right,8.878386,-2.357143,-18.038727
22973,132490398560,58,right,8.858841,-2.356882,-18.029179
22974,132490417591,58,right,8.844146,-2.359177,-18.022524
22975,132490436377,58,right,8.835281,-2.361372,-18.018148
22976,132490454338,58,right,8.821959,-2.359098,-18.009384
22977,132490473028,58,right,8.810802,-2.349553,-17.997673
22978,132490491353,58,right,8.800305,-2.341182,-17.988503
22979,132490509533,58,right,8.782626,-2.331614,-17.979885
22980,132490528133,58,right,8.766572,-2.332247,-17.969835
22981,132490546970,58,right,8.751027,-2.335535,-17.956745
22982,132490566290,58,right,8.724325,-2.345679,-17.930101
22983,132490585156,58,right,8.715705,-2.361512,-17.900846
22984,132490604650,58,right,8.735574,-2.381979,-17.858541
22985,132490623396,58,right,8.727676,-2.401708,-17.776995
22986,132490641629,58,right,8.682673,-2.450167,-17.652607
22987,132490660998,58,right,8.654841,-2.491039,-17.426254
22988,132490679670,58,right,8.588979,-2.532812,-17.103502
22989,132490698774,58,right,8.704383,-2.691791,-16.566214
22990,132490717233,58,right,8.508801,-2.847266,-15.869512
22991,132490735959,58,right,8.269533,-2.989058,-15.021958
22992,132490755017,58,right,7.938922,-3.119622,-13.792617
22993,132490773715,58,right,7.516953,-3.634373,-12.261716
22994,132490792777,58,right,6.701718,-3.963012,-10.457503
22995,132490811767,58,right,6.478456,-4.383777,-8.155238
22996,132490830945,58,right,6.343064,-4.766279,-6.302541
22997,132490849743,58,right,6.504606,-5.191660,-4.513446
22998,132490868186,58,right,6.578136,-5.714005,-2.494182
22999,132490887350,58,right,6.978310,-6.179540,0.352644
23000,132490906012,58,right,7.291702,-6.772899,3.212267
23001,132490924763,58,right,7.329676,-8.040433,6.544991
23002,132490943551,58,right,7.309412,-9.278617,8.672956
23003,132490962097,58,right,7.562555,-10.470126,10.176147
23004,132490980819,58,right,8.036173,-11.484494,11.410557
23005,132490999644,58,right,8.300513,-12.486602,12.539701
23006,132491018694,58,right,8.328742,-13.123203,13.536506
23007,132491037533,58,right,8.234234,-13.826780,14.347587
23008,132491055895,58,right,8.283679,-14.560885,15.127687
23009,132491074218,58,right,8.205142,-15.312380,15.657528
23010,132491092397,58,right,8.118093,-15.918756,16.006308
23011,132491111152,58,right,8.294649,-16.266195,16.279497
23012,132491129828,58,right,8.350576,-16.523584,16.552181
23013,132491148886,58,right,8.412234,-16.720455,16.775146
23014,132491167495,58,right,8.581957,-16.916220,16.861675
23015,132491186110,58,right,8.670077,-17.145912,17.098269
23016,132491204526,58,right,8.791362,-17.342010,17.305609
23017,132491222854,58,right,8.825895,-17.545816,17.526480
23018,132491241602,58,right,8.867611,-17.716227,17.713165
23019,132491260161,58,right,8.917323,-17.851274,17.842115
23020,132491278959,58,right,8.967628,-17.982592,17.942926
23021,132491297012,58,right,9.068267,-18.099100,17.989183
23022,132491315018,58,right,9.145136,-18.201029,18.081402
23023,132491333537,58,right,9.170918,-18.333376,18.146921
23024,132491352142,58,right,9.268904,-18.399698,18.214275
23025,132491370725,58,right,9.333797,-18.437922,18.260693
23026,132491389488,58,right,9.395500,-18.477541,18.287212
23027,132491407979,58,right,9.450592,-18.539326,18.309343
23028,132491426785,58,right,9.532364,-18.610155,18.308998
23029,132491445472,58,right,9.577330,-18.683447,18.308670
23030,132491463862,58,right,9.579012,-18.759184,18.313959
23031,132491482502,58,right,9.564379,-18.833677,18.318203
23032,132491501049,58,right,9.563770,-18.896797,18.321638
23033,132491519811,58,right,9.528240,-18.973080,18.319202
23034,132491539420,58,right,9.504394,-18.999607,18.322445
23035,132491557831,58,right,9.482645,-19.029633,18.318188
23036,132491576543,58,right,9.464137,-19.043425,18.314251
23037,132491594905,58,right,9.446306,-19.050392,18.298426
23038,132491613317,58,right,9.433498,-19.065733,18.278767
23039,132491632111,58,right,9.389432,-19.111069,18.248098
23040,132491650793,58,right,9.348598,-19.157349,18.203241
23041,132491670152,58,right,9.354725,-19.113625,18.148394
23042,132491688499,58,right,9.404927,-18.972805,18.037111
23043,132491706745,58,right,9.501140,-18.740229,17.891491
23044,132491725644,58,right,9.702482,-18.558491,17.686144
23045,132491744076,58,right,10.267074,-18.158367,17.480122
23046,132491763200,58,right,11.159362,-17.637720,17.128239
23047,132491781956,58,right,12.555420,-16.914919,16.525497
23048,132491802130,58,right,16.612314,-14.605680,14.962868
23049,132491822428,58,right,21.235624,-11.837343,13.284736
23050,132491843048,58,right,28.069572,-9.182655,10.616094
23051,132491861771,58,right,34.684338,-7.840610,8.695199
23052,132491880576,58,right,43.445179,-6.766076,6.693245
23053,132491899708,58,right,50.657547,-5.545002,5.201846
23054,132491918119,58,right,56.710579,-4.305718,4.076690
23055,132491937163,58,right,63.542599,-3.188615,2.788037
23056,132491955861,58,right,72.278412,-2.823959,1.276071
23057,132491974557,58,right,78.945908,-2.624824,-0.368528
23058,132491993393,58,right,84.063377,-2.503421,-2.586072
23059,132492012181,58,right,88.663101,-2.449562,-4.501783
23060,132492030393,58,right,92.481941,-2.313662,-6.615520
23061,132492049514,58,right,95.536995,-2.018229,-8.400475
23062,132492068565,58,right,99.237373,-2.188204,-10.529568
23063,132492087402,58,right,100.925980,-2.145331,-12.470665
23064,132492105936,58,right,102.437859,-2.189523,-14.104441
23065,132492125242,58,right,103.526917,-2.197017,-15.393969
23066,132492143834,58,right,104.407707,-2.175633,-16.395767
23067,132492162167,58,right,105.066788,-2.084859,-17.131687
23068,132492181204,58,right,105.620308,-1.928930,-17.745829
23069,132492200918,58,right,106.142609,-1.741251,-18.318806
23070,132492219896,58,right,106.559738,-1.591315,-18.741060
23071,132492239147,58,right,106.872025,-1.447654,-18.990080
23072,132492258741,58,right,107.079300,-1.297106,-19.150778
23073,132492277610,58,right,107.288475,-1.145323,-19.288622
23074,132492296603,58,right,107.502617,-0.994043,-19.479242
23075,132492315559,58,right,107.759193,-0.870002,-19.647995
23076,132492334981,58,right,107.855545,-0.703283,-19.775410
23077,132492354729,58,right,107.954620,-0.502652,-19.892246
23078,132492373786,58,right,107.986115,-0.358654,-19.989964
23079,132492392129,58,right,107.999855,-0.265533,-20.082855
23080,132492410876,58,right,108.031342,-0.194640,-20.146557
23081,132492429755,58,right,108.051636,-0.142107,-20.189421
23082,132492448420,58,right,108.061249,-0.098994,-20.214926
23083,132492467261,58,right,108.087318,-0.057805,-20.219059
23084,132492485702,58,right,108.107506,-0.016351,-20.207750
23085,132492503646,58,right,108.128487,0.020275,-20.198517
23086,132492521964,58,right,108.158981,0.055264,-20.191359
23087,132492540072,58,right,108.191254,0.087571,-20.175816
23088,132492558859,58,right,108.231689,0.111226,-20.147375
23089,132492577773,58,right,108.272812,0.128246,-20.119825
23090,132492596148,58,right,108.306587,0.143485,-20.101076
23091,132492614409,58,right,108.368439,0.144776,-20.087263
23092,132492633206,58,right,108.453979,0.129158,-20.083303
23093,132492652409,58,right,108.507919,0.116501,-20.069340
23094,132492670811,58,right,108.547325,0.102310,-20.069689
23095,132492690443,58,right,108.589409,0.094513,-20.093014
23096,132492709308,58,right,108.635025,0.080525,-20.103746
23097,132492727813,58,right,108.686737,0.062504,-20.106262
23098,132492745850,58,right,108.734871,0.050096,-20.124088
23099,132492764304,58,right,108.773369,0.041406,-20.157839
23100,132492783381,58,right,108.804176,0.037738,-20.200506
23101,132492801898,58,right,108.833038,0.036570,-20.237547
23102,132492821045,58,right,108.874977,0.036537,-20.267597
23103,132492840350,58,right,108.929695,0.023416,-20.328133
23104,132492859910,58,right,108.993729,0.004641,-20.398977
23105,132492878424,58,right,109.070869,-0.020519,-20.472782
23106,132492897020,58,right,109.130440,-0.035543,-20.527637
23107,132492915924,58,right,109.181183,-0.048537,-20.574430
23108,132492934530,58,right,109.231697,-0.054567,-20.611353
23109,132492953795,58,right,109.279793,-0.067784,-20.653299
23110,132492972429,58,right,109.330658,-0.085385,-20.712641
23111,132492991116,58,right,109.375153,-0.102675,-20.767405
23112,132493009634,58,right,109.409996,-0.119156,-20.818396
23113,132493028568,58,right,109.396721,-0.136352,-20.886997
23114,132493047550,58,right,109.294807,-0.147562,-20.928621
23115,132493065923,58,right,109.000946,-0.257304,-20.791307
23116,132493084785,58,right,108.651901,-0.401864,-20.580833
23117,132493102949,58,right,107.984894,-0.487035,-20.319208
23118,132493121659,58,right,106.817085,-0.368654,-19.890163
23119,132493140419,58,right,105.269936,-0.020982,-19.223307
23120,132493159491,58,right,103.518166,0.269529,-18.331894
23121,132493178702,58,right,99.626610,1.337822,-17.164108
23122,132493197396,58,right,96.129448,1.861910,-16.116076
23123,132493217459,58,right,92.301857,2.104972,-15.122081
23124,132493235883,58,right,88.409569,2.493422,-14.601007
23125,132493254555,58,right,83.762245,2.569162,-13.865780
23126,132493273526,58,right,78.515404,2.505860,-12.737246
23127,132493292533,58,right,70.973419,2.126951,-10.690347
23128,132493310863,58,right,63.502819,1.787017,-9.246907
23129,132493329516,58,right,56.683109,1.233942,-8.258023
23130,132493347924,58,right,51.704887,0.181037,-7.456556
23131,132493366417,58,right,46.857254,-0.410237,-7.176842
23132,132493385111,58,right,42.906662,-1.486144,-6.805200
23133,132493403930,58,right,38.172745,-2.427979,-6.662477
23134,132493422666,58,right,33.437973,-3.297906,-6.554148
23135,132493441255,58,right,28.901026,-3.760607,-6.124724
23136,132493459781,58,right,25.124483,-3.741183,-5.849775
23137,132493479060,58,right,22.446505,-4.079604,-5.525265
23138,132493497670,58,right,19.602549,-4.412458,-5.063876
23139,132493516143,58,right,16.858471,-4.255946,-4.809132
23140,132493534426,58,right,13.840347,-4.203020,-4.393107
23141,132493552759,58,right,11.593851,-4.117690,-4.026315
23142,132493571301,58,right,9.870033,-4.131408,-3.689639
23143,132493589523,58,right,8.523722,-4.165267,-3.389670
23144,132493608274,58,right,7.372218,-4.227786,-3.152939
23145,132493627288,58,right,6.525770,-4.221163,-2.919436
23146,132493646066,58,right,5.865006,-4.210526,-2.713384
23147,132493664677,58,right,5.459849,-4.122756,-2.520779
23148,132493682925,58,right,5.156779,-4.092445,-2.388709
23149,132493701666,58,right,4.912766,-4.083452,-2.273209
23150,132493722947,58,right,4.753131,-3.998318,-2.154742
23151,132493742310,58,right,4.513909,-3.870358,-2.000860
23152,132493761093,58,right,4.307525,-3.802666,-1.891582
23153,132493779884,58,right,4.107372,-3.763417,-1.786704
23154,132493798785,58,right,3.976790,-3.648108,-1.700060
23155,132493817765,58,right,3.882665,-3.503129,-1.633293
23156,132493836926,58,right,3.858793,-3.286391,-1.576387
23157,132493854814,58,right,3.803481,-3.050272,-1.491876
23158,132493873587,58,right,3.725442,-2.888305,-1.416325
23159,132493892428,58,right,3.590389,-2.746146,-1.328585
23160,132493911430,58,right,3.481416,-2.563353,-1.229617
23161,132493930246,58,right,3.401550,-2.409664,-1.145293
23162,132493949782,58,right,3.319922,-2.299551,-1.057350
23163,132493968629,58,right,3.242981,-2.199382,-0.953475
23164,132493987620,58,right,3.148054,-2.080073,-0.847128
23165,132494005857,58,right,3.083624,-1.982473,-0.748655
23166,132494024565,58,right,3.019171,-1.872700,-0.664174
23167,132494043758,58,right,2.943163,-1.786675,-0.581816
23168,132494063037,58,right,2.872218,-1.710706,-0.504959
23169,132494081952,58,right,2.789622,-1.669161,-0.443126
23170,132494100535,58,right,2.710844,-1.667345,-0.392253
23171,132494118604,58,right,2.642502,-1.675310,-0.334691
23172,132494137949,58,right,2.587459,-1.685451,-0.294748
23173,132494156683,58,right,2.541610,-1.694244,-0.258386
23174,132494175859,58,right,2.516058,-1.706597,-0.238392
23175,132494194529,58,right,2.493617,-1.716052,-0.217415
23176,132494212965,58,right,2.476362,-1.726786,-0.203353
23177,132494231007,58,right,2.477575,-1.725804,-0.196056
23178,132494250263,58,right,2.472519,-1.727541,-0.189066
23179,132494269213,58,right,2.466525,-1.732634,-0.182111
23180,132494287400,58,right,2.456030,-1.748251,-0.177583
23181,132494305820,58,right,2.461411,-1.790867,-0.183232
23182,132494324033,58,right,2.467457,-1.840628,-0.188728
23183,132494343517,58,right,2.475125,-1.887740,-0.191596
23184,132494364193,58,right,2.479446,-1.933058,-0.187386
23185,132494384067,58,right,2.473085,-1.983044,-0.176776
23186,132494402620,58,right,2.456134,-2.036526,-0.159456
23187,132494421414,58,right,2.396969,-2.079910,-0.118424
23188,132494439868,58,right,2.163893,-2.153841,-0.000394
23189,132494458217,58,right,1.815695,-2.140275,0.234943
23190,132494476810,58,right,1.212799,-1.907159,0.659133
23191,132494495557,58,right,0.402743,-1.475353,1.311338
23192,132494514812,58,right,-1.163011,-1.010418,2.192909
23193,132494533319,58,right,-2.332714,-0.645625,3.132667
23194,132494551970,58,right,-3.816482,-0.698172,3.860489
23195,132494570457,58,right,-5.410570,-1.156572,4.472883
23196,132494588892,58,right,-7.125614,-1.755775,5.061471
23197,132494607465,58,right,-8.658454,-2.477195,5.530340
23198,132494625916,58,right,-9.896258,-2.967261,5.998837
23199,132494644564,58,right,-11.839067,-3.778934,6.692746
23200,132494663684,58,right,-13.194072,-4.112967,7.577330
23201,132494682344,58,right,-14.722320,-4.799621,8.383855
23202,132494700800,58,right,-16.256878,-5.688618,9.123055
