frame_id,timestamp_us,hand_id,hand_type,pronation_supination_deg,flexion_extension_deg,deviation_deg
22379,132479206685,58,right,103.187668,-1.546950,-12.157918
22380,132479225619,58,right,99.967369,-1.183703,-10.999630
22381,132479244473,58,right,97.423958,-0.878461,-10.153129
22382,132479262581,58,right,94.706429,-0.266447,-9.249825
22383,132479281219,58,right,91.629387,0.245265,-8.333178
22384,132479300683,58,right,88.952347,0.448920,-7.353287
22385,132479320288,58,right,85.073395,0.578102,-6.663770
22386,132479338625,58,right,82.430588,0.234255,-6.192981
22387,132479357543,58,right,79.112534,0.012572,-6.035182
22388,132479376392,58,right,75.470612,0.392355,-6.198689
22389,132479394744,58,right,71.668274,0.803573,-6.077167
22390,132479413644,58,right,68.114876,1.221921,-5.818015
22391,132479433062,58,right,63.758202,1.437619,-5.336455
22392,132479451620,58,right,59.926472,1.601529,-5.088323
22393,132479470096,58,right,56.613373,1.729383,-5.050171
22394,132479488558,58,right,53.396618,1.669503,-4.901969
22395,132479507694,58,right,49.966019,1.542472,-4.587024
22396,132479526364,58,right,46.258163,1.461588,-4.270521
22397,132479544724,58,right,43.337612,0.827797,-3.923381
22398,132479563448,58,right,39.923229,0.481210,-4.036570
22399,132479582476,58,right,36.700638,-0.014677,-3.822083
22400,132479601067,58,right,33.675144,0.036459,-3.694386
22401,132479620193,58,right,31.210531,0.119952,-3.735761
22402,132479638721,58,right,28.145657,-0.599896,-3.589169
22403,132479657392,58,right,24.831411,-0.357603,-3.408649
22404,132479676101,58,right,21.216496,-0.360059,-2.883415
22405,132479694461,58,right,18.425402,-0.735824,-2.439483
22406,132479712433,58,right,15.690788,-0.914681,-2.008633
22407,132479731208,58,right,12.736605,-0.681446,-1.444294
22408,132479749903,58,right,10.237681,-0.796520,-1.077416
22409,132479768442,58,right,8.534734,-0.982774,-0.913660
22410,132479788166,58,right,6.996192,-0.761972,-0.641206
22411,132479806989,58,right,5.113722,-0.576727,-0.453837
22412,132479825165,58,right,3.607923,-0.469940,-0.313251
22413,132479843965,58,right,2.013394,-0.451966,-0.110791
22414,132479862646,58,right,0.785507,-0.434592,0.068417
22415,132479881996,58,right,-0.769759,-0.367344,0.318097
22416,132479900775,58,right,-1.939773,-0.127390,0.533527
22417,132479919422,58,right,-3.479919,-0.084810,0.815348
22418,132479937793,58,right,-4.598111,-0.160285,1.105287
22419,132479955635,58,right,-5.617745,-0.336647,1.444137
22420,132479974693,58,right,-6.476716,-0.543313,1.778091
22421,132479993430,58,right,-7.445297,-0.629973,2.131625
22422,132480014619,58,right,-8.641689,-0.795666,2.474800
22423,132480035382,58,right,-9.518642,-0.927761,2.745470
22424,132480054447,58,right,-10.451671,-1.223839,3.008876
22425,132480075046,58,right,-10.877482,-1.470580,3.231031
22426,132480097002,58,right,-11.327930,-1.666844,3.504644
22427,132480118165,58,right,-11.579559,-1.778177,3.694293
22428,132480137471,58,right,-11.798944,-1.836895,3.871266
22429,132480156595,58,right,-12.006402,-1.928184,4.030271
22430,132480175308,58,right,-12.147803,-1.999158,4.158628
22431,132480194931,58,right,-12.206523,-2.027807,4.274289
22432,132480213567,58,right,-12.226144,-2.084297,4.330321
22433,132480232327,58,right,-12.228457,-2.158700,4.367721
22434,132480251950,58,right,-12.207749,-2.232305,4.392316
22435,132480269966,58,right,-12.215409,-2.350731,4.398461
22436,132480288482,58,right,-12.282466,-2.406567,4.436888
22437,132480307578,58,right,-12.356346,-2.423105,4.487040
22438,132480326383,58,right,-12.495027,-2.449396,4.534132
22439,132480345952,58,right,-12.586668,-2.421980,4.586734
22440,132480364823,58,right,-12.663535,-2.402514,4.615153
22441,132480383576,58,right,-12.720615,-2.363974,4.641229
22442,132480402574,58,right,-12.750574,-2.325517,4.670257
22443,132480421934,58,right,-12.773770,-2.292981,4.695040
22444,132480441101,58,right,-12.789306,-2.259732,4.723218
22445,132480460082,58,right,-12.790447,-2.234443,4.746336
22446,132480479482,58,right,-12.774263,-2.212122,4.762455
22447,132480498366,58,right,-12.762867,-2.192738,4.773198
22448,132480518220,58,right,-12.759298,-2.187536,4.778501
22449,132480537323,58,right,-12.759818,-2.196086,4.775589
22450,132480556437,58,right,-12.759235,-2.225153,4.768878
22451,132480575846,58,right,-12.776164,-2.254236,4.762774
22452,132480595193,58,right,-12.779552,-2.258775,4.774780
22453,132480615543,58,right,-12.788658,-2.269378,4.786439
22454,132480634828,58,right,-12.799853,-2.279656,4.798333
22455,132480654200,58,right,-12.784651,-2.276679,4.817570
22456,132480673137,58,right,-12.699903,-2.261891,4.876035
22457,132480691529,58,right,-12.468992,-2.255253,4.937537
22458,132480709811,58,right,-11.926191,-2.189374,4.959672
22459,132480728613,58,right,-11.239968,-2.051514,4.890581
22460,132480747367,58,right,-10.322265,-1.814695,4.864218
22461,132480766149,58,right,-9.074835,-1.488245,4.743663
22462,132480785078,58,right,-7.684854,-1.031945,4.583151
22463,132480803403,58,right,-5.264580,-0.152567,4.232495
22464,132480822074,58,right,-4.128662,0.041474,3.945239
22465,132480840532,58,right,-2.988152,0.137718,3.533837
22466,132480858817,58,right,-1.701820,0.130292,3.096961
22467,132480878031,58,right,-0.264540,0.202357,2.725285
22468,132480896985,58,right,1.585014,0.445119,2.323969
22469,132480916002,58,right,4.761263,1.084460,1.658485
22470,132480935208,58,right,7.461485,1.441324,0.929029
22471,132480954159,58,right,10.772679,1.323595,-0.225377
22472,132480972679,58,right,14.607918,1.426204,-1.492728
22473,132480991356,58,right,18.967318,1.521319,-2.790030
22474,132481010472,58,right,24.284678,1.582136,-4.442589
22475,132481028987,58,right,31.186802,0.742478,-5.931512
22476,132481047452,58,right,36.812733,0.030297,-6.712852
22477,132481065833,58,right,41.825474,-0.923706,-7.183197
22478,132481084059,58,right,47.221481,-1.565514,-7.208228
22479,132481102601,58,right,51.565117,-2.040004,-7.236585
22480,132481121260,58,right,55.386116,-2.091563,-7.248901
22481,132481140614,58,right,59.240810,-2.315865,-7.292248
22482,132481159794,58,right,65.061623,-2.557966,-7.533484
22483,132481178343,58,right,70.402931,-2.628437,-7.659460
22484,132481196914,58,right,74.357414,-2.513579,-8.528452
22485,132481215748,58,right,77.723289,-2.670153,-8.800228
22486,132481234351,58,right,81.258690,-2.596403,-9.362638
22487,132481253028,58,right,85.050644,-2.781656,-10.065216
22488,132481272102,58,right,89.317581,-3.209371,-10.513752
22489,132481290195,58,right,91.935196,-3.434597,-11.077317
22490,132481309077,58,right,95.067886,-3.970619,-11.744448
22491,132481327212,58,right,98.377533,-4.626870,-12.326035
22492,132481345698,58,right,101.264297,-5.002771,-13.050562
22493,132481363952,58,right,103.965462,-5.143724,-14.029325
22494,132481382691,58,right,106.481308,-5.199750,-14.873728
22495,132481401250,58,right,108.587662,-5.349509,-15.358811
22496,132481420574,58,right,110.950447,-5.590125,-16.169697
22497,132481439364,58,right,113.211395,-5.833680,-16.612932
22498,132481457528,58,right,115.324036,-6.119293,-16.875692
22499,132481475986,58,right,117.290649,-6.356725,-16.978760
22500,132481494616,58,right,119.478745,-6.763294,-17.067266
22501,132481512857,58,right,121.508583,-7.124369,-17.024019
22502,132481531839,58,right,124.412712,-7.716586,-16.866688
22503,132481550244,58,right,126.260468,-8.240279,-16.648491
22504,132481568512,58,right,127.821152,-8.768867,-16.494591
22505,132481587126,58,right,-230.792633,-9.322433,-16.370872
22506,132481605641,58,right,-229.515244,-9.747218,-16.247942
22507,132481624636,58,right,-228.399902,-10.142450,-16.075832
22508,132481642914,58,right,-227.115158,-10.652992,-15.843746
22509,132481661403,58,right,-225.934982,-11.107852,-15.666870
22510,132481680955,58,right,-224.265335,-11.832103,-15.720039
22511,132481699538,58,right,-222.809708,-12.351160,-15.681943
22512,132481719091,58,right,-221.180115,-12.873454,-15.656385
22513,132481739991,58,right,-219.088882,-13.509639,-15.853872
22514,132481759410,58,right,-217.390244,-14.051522,-15.805979
22515,132481778096,58,right,-216.011902,-14.416660,-15.821009
22516,132481796632,58,right,-214.564758,-14.779965,-15.680696
22517,132481815190,58,right,-213.404739,-15.054214,-15.566374
22518,132481834398,58,right,-212.386581,-15.289515,-15.380127
22519,132481853046,58,right,-211.041306,-15.694602,-15.299598
22520,132481871350,58,right,-210.245575,-15.987745,-15.210792
22521,132481889911,58,right,-209.338272,-16.293621,-15.166555
22522,132481908127,58,right,-208.552582,-16.488077,-15.117433
22523,132481927503,58,right,-207.802750,-16.746016,-15.128308
22524,132481947276,58,right,-207.114914,-16.932451,-15.087841
22525,132481965773,58,right,-206.045212,-17.186211,-15.024889
22526,132481984128,58,right,-205.276413,-17.315100,-15.029847
22527,132482002886,58,right,-204.553955,-17.454050,-14.984698
22528,132482021911,58,right,-203.810303,-17.535395,-14.856455
22529,132482040533,58,right,-203.125336,-17.553644,-14.668962
22530,132482060801,58,right,-201.960953,-17.718096,-14.357147
22531,132482079475,58,right,-201.005005,-17.754215,-14.208487
22532,132482097879,58,right,-199.819977,-17.928452,-14.071992
22533,132482116251,58,right,-198.623276,-18.280666,-14.041800
22534,132482134846,58,right,-197.444611,-18.617010,-13.982206
22535,132482153722,58,right,-196.211731,-18.920286,-13.890995
22536,132482172377,58,right,-195.140488,-19.168400,-13.869074
22537,132482191800,58,right,-193.872299,-19.477444,-13.792966
22538,132482210384,58,right,-192.962067,-19.704893,-13.782167
22539,132482229142,58,right,-191.906631,-19.905094,-13.793069
22540,132482247676,58,right,-190.683060,-20.183754,-13.802956
22541,132482266678,58,right,-189.376816,-20.481840,-13.862695
22542,132482285132,58,right,-188.532410,-20.444111,-13.737208
22543,132482303912,58,right,-187.295090,-20.502850,-13.805474
22544,132482322290,58,right,-186.595398,-20.382837,-13.641453
22545,132482340634,58,right,-185.833939,-20.097044,-13.612964
22546,132482359256,58,right,-185.208572,-19.738510,-13.557484
22547,132482377622,58,right,-184.801971,-19.221573,-13.353646
22548,132482396631,58,right,-184.291855,-18.710781,-13.062488
22549,132482415434,58,right,-183.502258,-18.279648,-12.838123
22550,132482433801,58,right,-182.952988,-17.724863,-12.580378
22551,132482452250,58,right,-182.225433,-17.218798,-12.416703
22552,132482471607,58,right,-181.602585,-16.745888,-12.188180
22553,132482490371,58,right,-181.002243,-16.281401,-11.988851
22554,132482509756,58,right,-180.716934,-15.861937,-11.813811
22555,132482528692,58,right,-180.483673,-15.524001,-11.678395
22556,132482547572,58,right,-180.272324,-15.346088,-11.539697
22557,132482565962,58,right,-180.078537,-15.186431,-11.378670
22558,132482584372,58,right,-179.921082,-15.082795,-11.288307
22559,132482603043,58,right,-179.748840,-14.947890,-11.190263
22560,132482622170,58,right,-179.502350,-14.771152,-11.142375
22561,132482641303,58,right,-179.296616,-14.570332,-11.026997
22562,132482660392,58,right,-178.842911,-14.704268,-10.945443
22563,132482679084,58,right,-178.375595,-14.784161,-10.882737
22564,132482697223,58,right,-178.140335,-14.811080,-10.866653
22565,132482715661,58,right,-178.069107,-14.706590,-10.818395
22566,132482735202,58,right,-178.033295,-14.573622,-10.758440
22567,132482754506,58,right,-178.417801,-14.409412,-10.696560
22568,132482773507,58,right,-179.121796,-14.080701,-10.607110
22569,132482792410,58,right,-179.757584,-13.681520,-10.544574
22570,132482811012,58,right,-180.370667,-13.345142,-10.465933
22571,132482829648,58,right,-180.894348,-13.213699,-10.436447
22572,132482848282,58,right,-181.533279,-13.115819,-10.429405
22573,132482867187,58,right,-182.471405,-13.239010,-10.445415
22574,132482885874,58,right,-183.241882,-13.314883,-10.520484
22575,132482904784,58,right,-184.222122,-13.450867,-10.636495
22576,132482923174,58,right,-185.084549,-13.646126,-10.769694
22577,132482941538,58,right,-185.865234,-13.931195,-10.921541
22578,132482960139,58,right,-186.353012,-14.151307,-11.065031
22579,132482979016,58,right,-187.041290,-14.247005,-11.140842
22580,132482998282,58,right,-189.965363,-13.822127,-11.185915
22581,132483016945,58,right,-192.577408,-13.388928,-11.181099
22582,132483035650,58,right,-195.172531,-12.878410,-11.347339
22583,132483054112,58,right,-197.844421,-12.315825,-11.559362
22584,132483072898,58,right,-200.343765,-11.692832,-11.640420
22585,132483091395,58,right,-203.171555,-10.889312,-11.768141
22586,132483110037,58,right,-208.825562,-9.008369,-11.817328
22587,132483128660,58,right,-213.932938,-7.556960,-11.845428
22588,132483147468,58,right,-218.355927,-6.254097,-11.530583
22589,132483165986,58,right,-222.505630,-5.025493,-10.889591
22590,132483184882,58,right,-226.435257,-3.952787,-10.439384
22591,132483203732,58,right,-230.381851,-3.103503,-10.266767
22592,132483222557,58,right,124.041641,-2.446868,-10.289557
22593,132483241117,58,right,117.361702,-1.932241,-10.093121
22594,132483260958,58,right,113.212296,-1.668230,-9.676830
22595,132483280284,58,right,110.029396,-1.823666,-9.047616
22596,132483299747,58,right,106.811394,-1.989740,-8.270458
22597,132483319039,58,right,102.008354,-1.913899,-6.911159
22598,132483338128,58,right,99.137344,-1.744149,-5.705567
22599,132483356778,58,right,96.675507,-1.514728,-5.074956
22600,132483375930,58,right,94.161819,-1.106934,-4.564122
22601,132483395007,58,right,91.025085,-0.509251,-4.127457
22602,132483413686,58,right,87.124069,-0.055320,-3.866996
22603,132483432925,58,right,84.097084,0.253771,-4.216493
22604,132483452144,58,right,80.465797,0.316760,-4.285832
22605,132483471631,58,right,76.826759,0.362426,-4.273926
22606,132483490902,58,right,72.590286,0.288449,-3.989692
22607,132483510020,58,right,67.254059,-0.069874,-3.329987
22608,132483529523,58,right,62.290577,-0.581649,-2.793331
22609,132483549245,58,right,57.901840,-0.321368,-3.078220
22610,132483568684,58,right,53.418049,-0.646974,-3.075939
22611,132483587774,58,right,48.080765,-0.861884,-2.731801
22612,132483605861,58,right,43.807617,-1.142564,-2.292588
22613,132483624353,58,right,40.052979,-1.363010,-2.137994
22614,132483643168,58,right,36.790806,-1.789434,-1.913682
22615,132483661864,58,right,34.163425,-1.831775,-2.063318
22616,132483680235,58,right,31.504906,-2.219397,-2.177464
22617,132483698883,58,right,28.403824,-2.786553,-2.035028
22618,132483717924,58,right,24.761168,-3.016907,-2.183775
22619,132483736531,58,right,21.783157,-3.323393,-2.117006
22620,132483755265,58,right,18.934647,-3.223580,-1.849701
22621,132483774334,58,right,16.046473,-2.987531,-1.402841
22622,132483793423,58,right,13.352857,-2.886513,-1.053615
22623,132483812137,58,right,11.186862,-2.911075,-0.816771
22624,132483830790,58,right,8.419963,-2.613417,-0.366442
22625,132483849452,58,right,6.326358,-2.489450,-0.008410
22626,132483867988,58,right,4.619168,-2.377215,0.381504
22627,132483886773,58,right,2.888990,-2.022441,0.967409
22628,132483905395,58,right,0.973981,-1.405677,1.695475
22629,132483924117,58,right,-0.588810,-0.895259,2.528450
22630,132483942767,58,right,-2.992198,-0.870246,3.515535
22631,132483961525,58,right,-4.431672,-0.728277,4.427725
22632,132483979687,58,right,-5.927971,-0.788124,5.275437
22633,132483999552,58,right,-7.490606,-0.962402,6.121273
22634,132484019759,58,right,-8.869744,-1.161916,7.030945
22635,132484040097,58,right,-10.779431,-1.395426,8.089300
22636,132484059109,58,right,-12.165657,-1.524124,8.962365
22637,132484077518,58,right,-13.605097,-1.789694,9.744304
22638,132484096562,58,right,-14.872904,-2.079897,10.540647
22639,132484115534,58,right,-16.274370,-2.657831,11.143346
22640,132484134320,58,right,-18.308681,-3.277406,11.883414
22641,132484153400,58,right,-19.458973,-3.528199,12.536194
22642,132484171878,58,right,-20.535059,-3.445162,13.132789
22643,132484190406,58,right,-21.453688,-3.233255,13.722009
22644,132484208946,58,right,-22.502522,-3.075600,14.312417
22645,132484228366,58,right,-23.538754,-2.810081,14.888654
22646,132484247234,58,right,-25.052263,-2.479549,15.341362
22647,132484266267,58,right,-26.298018,-2.111247,15.793876
22648,132484284467,58,right,-27.390623,-1.712085,16.307070
22649,132484304086,58,right,-28.218496,-1.478482,16.553371
22650,132484323016,58,right,-28.871101,-1.238192,16.585629
22651,132484341409,58,right,-29.994522,-1.390934,16.547031
22652,132484360248,58,right,-30.715639,-1.551002,16.427708
22653,132484379184,58,right,-31.313210,-1.680884,16.317953
22654,132484398231,58,right,-32.139072,-1.942864,16.157433
22655,132484417116,58,right,-33.437126,-2.346390,15.982235
22656,132484435684,58,right,-34.729340,-2.811337,15.804495
22657,132484454142,58,right,-36.388123,-3.602216,15.558926
22658,132484472705,58,right,-37.338684,-4.077800,15.431641
22659,132484491185,58,right,-38.116386,-4.455567,15.432261
22660,132484509781,58,right,-39.000164,-4.960561,15.600898
22661,132484528567,58,right,-39.979652,-5.271792,15.985608
22662,132484547266,58,right,-41.189930,-5.653446,16.456669
22663,132484566417,58,right,-41.738022,-5.910532,16.921488
22664,132484585072,58,right,-43.002102,-6.363061,17.278709
22665,132484603158,58,right,-43.895302,-6.610892,17.864157
22666,132484622087,58,right,-44.522652,-6.811525,18.188194
22667,132484640452,58,right,-44.813847,-6.992145,18.348661
22668,132484659473,58,right,-45.255909,-7.193415,18.448053
22669,132484678601,58,right,-45.619926,-7.322543,18.603920
22670,132484697206,58,right,-46.329678,-7.552472,18.695518
22671,132484715803,58,right,-47.047977,-7.752069,18.846918
22672,132484734162,58,right,-47.646564,-7.919739,18.895258
22673,132484752918,58,right,-48.228596,-8.005474,19.054247
22674,132484771685,58,right,-48.584217,-8.121243,19.151337
22675,132484791193,58,right,-48.794834,-8.155176,19.148073
22676,132484810222,58,right,-48.742577,-8.011809,19.243399
22677,132484829377,58,right,-48.390686,-7.825972,19.382330
22678,132484847996,58,right,-47.667099,-7.466434,19.536718
22679,132484866663,58,right,-47.159157,-7.203070,19.594759
22680,132484885325,58,right,-46.698689,-6.926876,19.690275
22681,132484904473,58,right,-46.021149,-6.765780,19.700701
22682,132484923097,58,right,-44.148407,-5.972802,19.791178
22683,132484942443,58,right,-43.292419,-5.669069,19.587503
22684,132484961169,58,right,-41.400661,-5.224912,19.274776
22685,132484979937,58,right,-39.584122,-4.654649,19.140398
22686,132484998603,58,right,-37.998692,-4.283055,19.094730
22687,132485017984,58,right,-34.996403,-3.575191,19.012947
22688,132485037031,58,right,-32.948368,-3.177520,18.975361
22689,132485055684,58,right,-30.945034,-2.852505,19.068205
22690,132485074062,58,right,-28.608547,-2.550053,19.133335
22691,132485093537,58,right,-26.597733,-2.806184,18.788664
22692,132485111800,58,right,-24.349800,-2.627580,18.553915
22693,132485130839,58,right,-21.539543,-1.349289,18.358816
22694,132485149146,58,right,-19.357325,-0.172880,17.623951
22695,132485167852,58,right,-17.026907,0.318029,16.394033
22696,132485186151,58,right,-14.763735,0.905081,15.158459
22697,132485205187,58,right,-12.261844,2.007661,14.089570
22698,132485223944,58,right,-10.305582,2.672748,12.931530
22699,132485242306,58,right,-8.574843,2.881563,11.746658
22700,132485260764,58,right,-6.355278,2.546410,10.337064
22701,132485279550,58,right,-4.924525,1.763989,9.110864
22702,132485298324,58,right,-3.314807,1.559858,7.944521
22703,132485317063,58,right,-2.064878,1.355469,6.980944
22704,132485336619,58,right,-0.975147,0.887041,6.102482
22705,132485356097,58,right,0.680695,0.073028,5.328180
22706,132485374535,58,right,1.823525,-0.482432,4.612860
22707,132485393283,58,right,2.920096,-0.756543,4.224012
22708,132485412556,58,right,3.787349,-1.196652,3.759097
22709,132485431879,58,right,4.538023,-1.838303,3.368384
22710,132485451085,58,right,5.336658,-2.613096,2.905756
22711,132485469492,58,right,6.354035,-3.616692,2.370922
22712,132485488109,58,right,7.317892,-4.619179,1.714565
22713,132485507395,58,right,7.849327,-5.226265,1.273025
22714,132485526424,58,right,8.273405,-5.791677,0.893553
22715,132485545605,58,right,8.562360,-6.222341,0.598786
