trial,failed,error,train_sessions,val_sessions,session_norm,crop_first,crop_last,unstable_remove,gauss_sigma,win,step,b,include_mean,include_var,include_energy_sigmoid,early_stopping,validation_fraction,random_state,use_pca,pca_components,learning_rate,max_iter,max_leaf_nodes,max_depth,min_samples_leaf,l2_regularization,n_iter_no_change,train_mse,train_rmse,train_mae,train_r2,val_mse,val_rmse,val_mae,val_r2,train_time_s,actual_n_iter
435,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,15,8,20,20.0,30,25.877704582110653,5.087013326315418,3.5325791176849712,0.9828683505370689,414.3140266729964,20.354705271091408,16.63509179364826,0.6709906207058975,12.39891880005598,3000
438,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,15,8,50,20.0,30,26.027152318192076,5.101681322680992,3.5361534442845532,0.9827694126185432,414.3618072531074,20.35587893590221,16.606368399522815,0.6709526778461521,12.066365899983793,3000
78,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,15,8,50,20.0,30,26.027152318192076,5.101681322680992,3.5361534442845532,0.9827694126185432,414.3618072531074,20.35587893590221,16.606368399522815,0.6709526778461521,14.254223100026138,3000
553,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,128,0.03,3000,63,8,20,1.0,30,2.3179441469028705,1.5224796047576041,1.0329931193455777,0.9984654664221322,414.37627570150784,20.356234320264342,16.59367038047163,0.6709411883601073,34.22982340003364,3000
193,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,128,0.03,3000,63,8,20,1.0,30,2.3179441469028705,1.5224796047576041,1.0329931193455777,0.9984654664221322,414.37627570150784,20.356234320264342,16.59367038047163,0.6709411883601073,62.87282250006683,3000
406,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,31,12,200,1.0,30,12.512956223117305,3.5373657180333087,2.410081645985194,0.9917161284889371,414.4255240980202,20.357443948050555,16.741925631251792,0.6709020798981085,14.595690699992701,3000
46,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,31,12,200,1.0,30,12.512956223117305,3.5373657180333087,2.410081645985194,0.9917161284889371,414.4255240980202,20.357443948050555,16.741925631251792,0.6709020798981085,19.79319310002029,3000
47,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,31,12,200,10.0,30,13.048874423103994,3.6123225801558743,2.460414841159493,0.9913613380277567,414.4951455409491,20.359153851301116,16.766305543695808,0.6708467930715736,20.590762999956496,3000
407,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,31,12,200,10.0,30,13.048874423103994,3.6123225801558743,2.460414841159493,0.9913613380277567,414.4951455409491,20.359153851301116,16.766305543695808,0.6708467930715736,14.75348830013536,3000
126,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,63,8,50,20.0,30,3.71960960361061,1.9286289439937923,1.2826179620271643,0.9975375309017145,414.6559689470324,20.363103126661034,16.70438189664809,0.6707190821914079,32.903134000021964,3000
486,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,63,8,50,20.0,30,3.71960960361061,1.9286289439937923,1.2826179620271643,0.9975375309017145,414.6559689470324,20.363103126661034,16.70438189664809,0.6707190821914079,27.84625030006282,3000
73,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,15,8,20,1.0,30,24.234124716826962,4.922816746216231,3.452401733497748,0.9839564390893989,414.7274568664418,20.364858380711656,16.6485518376225,0.6706623131841387,13.626551700057462,3000
433,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,15,8,20,1.0,30,24.234124716826962,4.922816746216231,3.452401733497748,0.9839564390893989,414.7274568664418,20.364858380711656,16.6485518376225,0.6706623131841387,12.626139200059697,3000
446,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,15,12,20,10.0,30,25.154232454900463,5.015399530934745,3.5030833295574313,0.9833473061121369,414.8117216631439,20.366927153184985,16.624061137002748,0.6705953979781006,12.119692799868062,3000
86,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,15,12,20,10.0,30,25.154232454900463,5.015399530934745,3.5030833295574313,0.9833473061121369,414.8117216631439,20.366927153184985,16.624061137002748,0.6705953979781006,14.63935469998978,3000
120,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,31,12,200,20.0,30,11.715002799350417,3.4227186269616756,2.328074081239962,0.9922443924352367,414.82614324297634,20.367281194184372,16.70507028652097,0.6705839457106811,20.526063699973747,3000
480,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,31,12,200,20.0,30,11.715002799350417,3.4227186269616756,2.328074081239962,0.9922443924352367,414.82614324297634,20.367281194184372,16.70507028652097,0.6705839457106811,17.78807649994269,3000
87,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,15,12,20,20.0,30,25.885417210943697,5.087771340276968,3.545486061863289,0.9828632445952653,414.94810495971575,20.370275033973297,16.65064949858944,0.6704870951429021,13.915918600047007,3000
447,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,15,12,20,20.0,30,25.885417210943697,5.087771340276968,3.545486061863289,0.9828632445952653,414.94810495971575,20.370275033973297,16.65064949858944,0.6704870951429021,12.570361100137234,3000
379,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,15,12,100,1.0,30,26.180552567847037,5.11669351904597,3.5562850192617494,0.9826678580430098,414.95426404341464,20.370426211628825,16.674760592702203,0.6704822041757266,9.68029100005515,3000
19,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,15,12,100,1.0,30,26.180552567847037,5.11669351904597,3.5562850192617494,0.9826678580430098,414.95426404341464,20.370426211628825,16.674760592702203,0.6704822041757266,13.369511400000192,3000
113,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,31,12,50,10.0,30,10.23510403250109,3.1992349136162366,2.202148017447569,0.9932241202481824,415.01833684218985,20.371998842582673,16.707180783673426,0.6704313235624779,23.012634399929084,3000
473,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,31,12,50,10.0,30,10.23510403250109,3.1992349136162366,2.202148017447569,0.9932241202481824,415.01833684218985,20.371998842582673,16.707180783673426,0.6704313235624779,18.994123900076374,3000
8,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,15,8,100,10.0,30,26.827297710364622,5.17950747758555,3.600650483235804,0.9822396975375713,415.02537893051374,20.37217167929118,16.65093441516352,0.6704257313957658,10.060478999977931,3000
368,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,15,8,100,10.0,30,26.827297710364622,5.17950747758555,3.600650483235804,0.9822396975375713,415.02537893051374,20.37217167929118,16.65093441516352,0.6704257313957658,9.852768399985507,3000
6,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,15,8,50,20.0,30,27.667520985134495,5.259992489075863,3.6498233101924753,0.9816834499550905,415.084926278533,20.37363311435967,16.65166596496036,0.6703784444714784,10.029221399920061,3000
366,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,15,8,50,20.0,30,27.667520985134495,5.259992489075863,3.6498233101924753,0.9816834499550905,415.084926278533,20.37363311435967,16.65166596496036,0.6703784444714784,10.103365400107577,3000
209,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,128,0.03,3000,63,12,50,10.0,30,2.3990636266766057,1.548891095809065,1.0576457862167452,0.9984117634173819,415.09146896208193,20.37379368115035,16.560093939252347,0.670373248885245,41.589958900003694,3000
569,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,128,0.03,3000,63,12,50,10.0,30,2.3990636266766057,1.548891095809065,1.0576457862167452,0.9984117634173819,415.09146896208193,20.37379368115035,16.560093939252347,0.670373248885245,36.01433579996228,3000
79,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,15,8,100,1.0,30,24.963713715564477,4.996370053905583,3.4613120327472915,0.9834734340014197,415.15440297962164,20.375338107124055,16.63999506341201,0.6703232725853511,13.716780700022355,3000
439,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,15,8,100,1.0,30,24.963713715564477,4.996370053905583,3.4613120327472915,0.9834734340014197,415.15440297962164,20.375338107124055,16.63999506341201,0.6703232725853511,11.78824710007757,3000
364,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,15,8,50,1.0,30,25.583116921605455,5.0579755754259486,3.525384644220154,0.9830633745014188,415.15548665171195,20.375364699845544,16.67189326614655,0.6703224120345156,9.903916100040078,3000
4,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,15,8,50,1.0,30,25.583116921605455,5.0579755754259486,3.525384644220154,0.9830633745014188,415.15548665171195,20.375364699845544,16.67189326614655,0.6703224120345156,9.902481799945235,3000
436,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,15,8,50,1.0,30,24.44792229706799,4.944484027385263,3.444288518148488,0.9838149000595715,415.3007997085268,20.378930288622286,16.6438463223916,0.6702070180204391,12.021194600034505,3000
76,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,15,8,50,1.0,30,24.44792229706799,4.944484027385263,3.444288518148488,0.9838149000595715,415.3007997085268,20.378930288622286,16.6438463223916,0.6702070180204391,14.08877080003731,3000
13,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,15,12,20,1.0,30,25.107493891616045,5.010737859000014,3.5298450443001324,0.9833782481410194,415.3512654430153,20.380168435099236,16.670231261566986,0.6701669428626826,13.644594899960794,3000
373,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,15,12,20,1.0,30,25.107493891616045,5.010737859000014,3.5298450443001324,0.9833782481410194,415.3512654430153,20.380168435099236,16.670231261566986,0.6701669428626826,10.093667299952358,3000
28,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,31,8,50,1.0,30,11.35033376976335,3.3690256410071076,2.3042859142174725,0.9924858119152778,415.35924415606246,20.380364181144124,16.731161700494482,0.6701606069163757,22.580441300058737,3000
388,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,31,8,50,1.0,30,11.35033376976335,3.3690256410071076,2.3042859142174725,0.9924858119152778,415.35924415606246,20.380364181144124,16.731161700494482,0.6701606069163757,14.435189100215212,3000
105,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,31,8,100,20.0,30,11.608266608789467,3.407090637008277,2.3113252258539143,0.9923150543054152,415.57889909078415,20.38575235527951,16.727808494948235,0.6699861775486036,29.04577430000063,3000
465,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,31,8,100,20.0,30,11.608266608789467,3.407090637008277,2.3113252258539143,0.9923150543054152,415.57889909078415,20.38575235527951,16.727808494948235,0.6699861775486036,17.347502399934456,3000
389,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,31,8,50,10.0,30,12.214876552572559,3.4949787628213937,2.3817736043461784,0.9919134642461174,415.71633276150504,20.389122903192895,16.73636665982572,0.6698770406046746,14.443086000159383,3000
29,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,31,8,50,10.0,30,12.214876552572559,3.4949787628213937,2.3817736043461784,0.9919134642461174,415.71633276150504,20.389122903192895,16.73636665982572,0.6698770406046746,18.510728599969298,3000
34,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,31,8,200,1.0,30,13.392173389670795,3.659531853894811,2.4929235499708113,0.9911340660323775,415.76335828813546,20.39027607189602,16.759955989643423,0.6698396973376559,21.004471800057217,3000
394,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,31,8,200,1.0,30,13.392173389670795,3.659531853894811,2.4929235499708113,0.9911340660323775,415.76335828813546,20.39027607189602,16.759955989643423,0.6698396973376559,14.051536499988288,3000
3,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,15,8,20,20.0,30,27.359134697652863,5.230596017439395,3.6399649171638897,0.9818876089352483,415.7947047040605,20.391044718308585,16.67056154947872,0.6698148049512469,10.287741499952972,3000
363,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,15,8,20,20.0,30,27.359134697652863,5.230596017439395,3.6399649171638897,0.9818876089352483,415.7947047040605,20.391044718308585,16.67056154947872,0.6698148049512469,10.182088600005955,3000
449,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,15,12,50,10.0,30,25.077112512932185,5.00770531410667,3.48639875243097,0.9833983613287313,415.86230301804915,20.392702200004027,16.63099748823013,0.6697611247041519,12.238541400060058,3000
89,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,15,12,50,10.0,30,25.077112512932185,5.00770531410667,3.48639875243097,0.9833983613287313,415.86230301804915,20.392702200004027,16.63099748823013,0.6697611247041519,13.6299867000198,3000
386,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,31,8,20,10.0,30,12.304890221746371,3.507832695803261,2.3927367716611374,0.9918538730786602,416.5283434981396,20.409026030120586,16.733351645629558,0.6692322177619976,14.835633600130677,3000
26,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,31,8,20,10.0,30,12.304890221746371,3.507832695803261,2.3927367716611374,0.9918538730786602,416.5283434981396,20.409026030120586,16.733351645629558,0.6692322177619976,18.757008399930783,3000
208,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,128,0.03,3000,63,12,50,1.0,30,2.054730022258808,1.4334329500394527,0.9815074128398255,0.9986397203673686,416.62317268390325,20.411349114742592,16.588336844343583,0.6691569133080364,41.778064299956895,3000
568,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,128,0.03,3000,63,12,50,1.0,30,2.054730022258808,1.4334329500394527,0.9815074128398255,0.9986397203673686,416.62317268390325,20.411349114742592,16.588336844343583,0.6691569133080364,34.97448239987716,3000
639,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,256,0.03,3000,63,12,20,20.0,30,1.8808674095809725,1.3714471953308929,0.9491920113069952,0.998754821508803,416.62364379015264,20.411360655040923,16.739522567435152,0.6691565391995951,145.68216480012052,3000
279,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,256,0.03,3000,63,12,20,20.0,30,1.8808674095809725,1.3714471953308929,0.9491920113069952,0.998754821508803,416.62364379015264,20.411360655040923,16.739522567435152,0.6691565391995951,145.2731656000251,3000
543,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,128,0.03,3000,31,12,20,20.0,30,9.943190818034312,3.153282546495685,2.1655298773519167,0.993417373666312,416.67429109338997,20.41260128188933,16.660504071829042,0.669116319856951,24.03455250011757,3000
183,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,128,0.03,3000,31,12,20,20.0,30,9.943190818034312,3.153282546495685,2.1655298773519167,0.993417373666312,416.67429109338997,20.41260128188933,16.660504071829042,0.669116319856951,27.489027000032365,3000
376,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,15,12,50,1.0,30,25.528794296027936,5.052602724935727,3.5298250017607797,0.9830993373580296,416.79794629324925,20.415629950928512,16.692158245732834,0.6690181244835554,9.937413200037554,3000
16,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,15,12,50,1.0,30,25.528794296027936,5.052602724935727,3.5298250017607797,0.9830993373580296,416.79794629324925,20.415629950928512,16.692158245732834,0.6690181244835554,12.299661500030197,3000
85,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,15,12,20,1.0,30,23.8982640397578,4.88858507543418,3.444220607654525,0.984178786762071,416.81693142678154,20.416094911289512,16.671741218893924,0.6690030482693865,13.832204499980435,3000
445,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,15,12,20,1.0,30,23.8982640397578,4.88858507543418,3.444220607654525,0.984178786762071,416.81693142678154,20.416094911289512,16.671741218893924,0.6690030482693865,12.424189900048077,3000
109,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,31,12,20,1.0,30,9.24413711382297,3.04041725982191,2.1313434189589286,0.9938801636706693,416.975583104093,20.419979997641843,16.73959302969692,0.6688770619727231,22.2768280999735,3000
469,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,31,12,20,1.0,30,9.24413711382297,3.04041725982191,2.1313434189589286,0.9938801636706693,416.975583104093,20.419979997641843,16.73959302969692,0.6688770619727231,18.759715900057927,3000
277,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,256,0.03,3000,63,12,20,1.0,30,1.2572010520447436,1.1212497723722148,0.8146237412703689,0.9991677033154267,417.1948773156718,20.425348890916695,16.74736464402213,0.6687029190574719,135.64429100009147,3000
637,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,256,0.03,3000,63,12,20,1.0,30,1.2572010520447436,1.1212497723722148,0.8146237412703689,0.9991677033154267,417.1948773156718,20.425348890916695,16.74736464402213,0.6687029190574719,135.58905189996585,3000
555,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,128,0.03,3000,63,8,20,20.0,30,3.2676040638442023,1.8076515327474492,1.196992033851692,0.9978367692069517,417.2338969564145,20.42630404543158,16.654208635935326,0.6686719333148841,37.519695200026035,3000
195,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,128,0.03,3000,63,8,20,20.0,30,3.2676040638442023,1.8076515327474492,1.196992033851692,0.9978367692069517,417.2338969564145,20.42630404543158,16.654208635935326,0.6686719333148841,52.67707340000197,3000
390,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,31,8,50,20.0,30,13.056956579010105,3.613441099424495,2.4649772198477766,0.991355987450334,417.25337760992534,20.42678089200365,16.78769554816251,0.6686564636051778,14.63846049993299,3000
30,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,31,8,50,20.0,30,13.056956579010105,3.613441099424495,2.4649772198477766,0.991355987450334,417.25337760992534,20.42678089200365,16.78769554816251,0.6686564636051778,17.63750259997323,3000
9,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,15,8,100,20.0,30,27.86598550466884,5.278824254004753,3.6626210292751953,0.9815520617723131,417.3435866367161,20.428988879450596,16.708875111155937,0.66858482804857,8.942467399989255,3000
369,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,64,0.03,3000,15,8,100,20.0,30,27.86598550466884,5.278824254004753,3.6626210292751953,0.9815520617723131,417.3435866367161,20.428988879450596,16.708875111155937,0.66858482804857,9.873945400118828,3000
448,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,15,12,50,1.0,30,24.34719562589351,4.934287752644095,3.446991197014369,0.9838815834864826,417.72485582021363,20.438318321726317,16.682739629577103,0.6682820597874667,12.14958249987103,3000
88,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,15,12,50,1.0,30,24.34719562589351,4.934287752644095,3.446991197014369,0.9838815834864826,417.72485582021363,20.438318321726317,16.682739629577103,0.6682820597874667,14.156638800050132,3000
196,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,128,0.03,3000,63,8,50,1.0,30,2.5121479803365823,1.5849757033899865,1.0578245124790435,0.9983368989138284,418.01177022411287,20.44533614847437,16.670040405712044,0.6680542192513993,47.106042800005525,3000
556,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,128,0.03,3000,63,8,50,1.0,30,2.5121479803365823,1.5849757033899865,1.0578245124790435,0.9983368989138284,418.01177022411287,20.44533614847437,16.670040405712044,0.6680542192513993,33.514000799972564,3000
489,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,63,8,100,20.0,30,4.151787191639016,2.0375934804663602,1.3683346354759416,0.997251419167177,418.02921669866515,20.445762805497505,16.742298779228758,0.668040364896022,26.269494199892506,3000
129,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,63,8,100,20.0,30,4.151787191639016,2.0375934804663602,1.3683346354759416,0.997251419167177,418.02921669866515,20.445762805497505,16.742298779228758,0.668040364896022,31.750809799996205,3000
167,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,128,0.03,3000,15,12,200,10.0,30,24.799237280584986,4.979883259734608,3.4498590550672583,0.983582321272315,418.0649483693208,20.446636602857712,16.682969874193137,0.6680119901511987,15.633304300019518,3000
527,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,128,0.03,3000,15,12,200,10.0,30,24.799237280584986,4.979883259734608,3.4498590550672583,0.983582321272315,418.0649483693208,20.446636602857712,16.682969874193137,0.6680119901511987,14.435846500098705,3000
533,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,128,0.03,3000,31,8,50,10.0,30,9.85446427140766,3.139182102301117,2.139228963188838,0.9934761127283506,418.1326096312138,20.44829111762677,16.70934179335135,0.6679582599167762,21.61554430006072,3000
173,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,128,0.03,3000,31,8,50,10.0,30,9.85446427140766,3.139182102301117,2.139228963188838,0.9934761127283506,418.1326096312138,20.44829111762677,16.70934179335135,0.6679582599167762,24.251365400035866,3000
503,False,,"(3, 6, 8, 9)","(2, 7)",per_frame,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,63,12,200,10.0,30,3.444108473494319,1.8558309388234475,1.2715422366916413,0.9977199191337471,418.22436431545844,20.450534572853062,16.749256811381652,0.6678853969438446,27.54381119995378,3000
143,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,63,12,200,10.0,30,3.444108473494319,1.8558309388234475,1.2715422366916413,0.9977199191337471,418.22436431545844,20.450534572853062,16.749256811381652,0.6678853969438446,34.10888720001094,3000
141,False,,"(3, 6, 8, 9)","(2, 7)",per_depth,100,100,20,2.0,10,5,3.0,True,True,True,False,0.1,0,True,96,0.03,3000,63,12,100,20.0,30,3.2749767979570623,1.8096896965936073,1.2246992646732122,0.9978318882834524,418.2459469388337,20.451062244754763,16.737136985743167,0.667868258046624,35.11328159994446,3000
